codigo,nome,preco,estoque
P07609,Produto7609,631.63,102
P07610,Produto7610,700.65,358
P07611,Produto7611,730.67,15
P07612,Produto7612,46.49,710
P07613,Produto7613,839.41,418
P07614,Produto7614,892.13,736
P07615,Produto7615,868.99,444
P07616,Produto7616,84.37,300
P07617,Produto7617,564.11,542
P07618,Produto7618,754.81,421
P07619,Produto7619,864.03,648
P07620,Produto7620,459.06,862
P07621,Produto7621,296.89,167
P07622,Produto7622,79.2,957
P07623,Produto7623,294.63,8
P07624,Produto7624,522.76,5
P07625,Produto7625,560.6,6
P07626,Produto7626,632.4,525
P07627,Produto7627,935.89,885
P07628,Produto7628,632.61,914
P07629,Produto7629,622.55,659
P07630,Produto7630,702.0,42
P07631,Produto7631,6.63,197
P07632,Produto7632,878.11,894
P07633,Produto7633,387.71,411
P07634,Produto7634,287.58,17
P07635,Produto7635,79.27,464
P07636,Produto7636,983.34,128
P07637,Produto7637,304.93,25
P07638,Produto7638,995.95,310
P07639,Produto7639,78.05,642
P07640,Produto7640,276.51,15
P07641,Produto7641,666.57,993
P07642,Produto7642,63.87,829
P07643,Produto7643,753.79,729
P07644,Produto7644,824.27,732
P07645,Produto7645,236.28,792
P07646,Produto7646,237.12,41
P07647,Produto7647,765.38,397
P07648,Produto7648,421.07,265
P07649,Produto7649,753.07,117
P07650,Produto7650,489.9,547
P07651,Produto7651,333.55,573
P07652,Produto7652,726.86,660
P07653,Produto7653,797.52,278
P07654,Produto7654,821.74,735
P07655,Produto7655,963.5,420
P07656,Produto7656,495.7,260
P07657,Produto7657,67.03,40
P07658,Produto7658,433.53,995
P07659,Produto7659,134.61,221
P07660,Produto7660,913.16,93
P07661,Produto7661,897.71,541
P07662,Produto7662,92.94,511
P07663,Produto7663,840.64,844
P07664,Produto7664,115.98,276
P07665,Produto7665,33.93,209
P07666,Produto7666,452.19,565
P07667,Produto7667,49.74,493
P07668,Produto7668,581.15,208
P07669,Produto7669,149.91,322
P07670,Produto7670,966.79,906
P07671,Produto7671,558.08,724
P07672,Produto7672,679.89,211
P07673,Produto7673,709.12,650
P07674,Produto7674,62.6,572
P07675,Produto7675,26.51,905
P07676,Produto7676,334.66,323
P07677,Produto7677,147.98,695
P07678,Produto7678,182.86,894
P07679,Produto7679,526.66,347
P07680,Produto7680,475.78,158
P07681,Produto7681,615.55,794
P07682,Produto7682,317.49,234
P07683,Produto7683,830.23,150
P07684,Produto7684,351.83,715
P07685,Produto7685,772.1,982
P07686,Produto7686,858.81,656
P07687,Produto7687,658.84,713
P07688,Produto7688,341.06,708
P07689,Produto7689,821.65,413
P07690,Produto7690,502.51,383
P07691,Produto7691,447.21,897
P07692,Produto7692,596.42,192
P07693,Produto7693,161.87,97
P07694,Produto7694,416.89,656
P07695,Produto7695,573.96,654
P07696,Produto7696,735.89,302
P07697,Produto7697,622.21,361
P07698,Produto7698,631.56,588
P07699,Produto7699,429.53,807
P07700,Produto7700,981.36,672
P07701,Produto7701,710.65,611
P07702,Produto7702,978.25,924
P07703,Produto7703,80.21,357
P07704,Produto7704,668.78,424
P07705,Produto7705,154.55,865
P07706,Produto7706,677.77,505
P07707,Produto7707,993.96,962
P07708,Produto7708,403.73,338
P07709,Produto7709,139.0,254
P07710,Produto7710,92.54,624
P07711,Produto7711,216.13,446
P07712,Produto7712,54.52,749
P07713,Produto7713,508.51,742
P07714,Produto7714,856.83,876
P07715,Produto7715,420.68,859
P07716,Produto7716,154.03,47
P07717,Produto7717,312.45,520
P07718,Produto7718,940.44,55
P07719,Produto7719,956.94,617
P07720,Produto7720,337.99,758
P07721,Produto7721,707.08,114
P07722,Produto7722,191.96,361
P07723,Produto7723,319.81,665
P07724,Produto7724,215.96,442
P07725,Produto7725,208.94,632
P07726,Produto7726,937.98,313
P07727,Produto7727,679.72,695
P07728,Produto7728,705.43,326
P07729,Produto7729,246.59,226
P07730,Produto7730,503.5,384
P07731,Produto7731,387.17,385
P07732,Produto7732,754.2,42
P07733,Produto7733,232.34,276
P07734,Produto7734,675.43,368
P07735,Produto7735,196.37,18
P07736,Produto7736,739.57,782
P07737,Produto7737,992.44,840
P07738,Produto7738,489.64,300
P07739,Produto7739,140.71,382
P07740,Produto7740,330.07,414
P07741,Produto7741,829.7,940
P07742,Produto7742,692.85,584
P07743,Produto7743,93.05,23
P07744,Produto7744,454.12,405
P07745,Produto7745,301.06,979
P07746,Produto7746,415.68,174
P07747,Produto7747,79.05,925
P07748,Produto7748,317.95,142
P07749,Produto7749,643.51,50
P07750,Produto7750,316.96,22
P07751,Produto7751,483.71,594
P07752,Produto7752,253.53,621
P07753,Produto7753,514.91,722
P07754,Produto7754,306.13,80
P07755,Produto7755,242.56,160
P07756,Produto7756,406.34,47
P07757,Produto7757,696.91,225
P07758,Produto7758,601.39,44
P07759,Produto7759,468.77,105
P07760,Produto7760,46.24,820
P07761,Produto7761,467.02,813
P07762,Produto7762,540.48,575
P07763,Produto7763,408.21,790
P07764,Produto7764,981.28,484
P07765,Produto7765,346.85,196
P07766,Produto7766,751.27,483
P07767,Produto7767,904.57,848
P07768,Produto7768,438.74,397
P07769,Produto7769,583.25,654
P07770,Produto7770,880.18,78
P07771,Produto7771,69.95,931
P07772,Produto7772,37.76,564
P07773,Produto7773,591.11,283
P07774,Produto7774,597.21,469
P07775,Produto7775,75.63,389
P07776,Produto7776,655.62,243
P07777,Produto7777,675.31,617
P07778,Produto7778,286.08,925
P07779,Produto7779,859.65,676
P07780,Produto7780,741.11,922
P07781,Produto7781,643.26,811
P07782,Produto7782,346.62,76
P07783,Produto7783,785.54,21
P07784,Produto7784,536.6,965
P07785,Produto7785,960.63,274
P07786,Produto7786,139.65,66
P07787,Produto7787,901.93,578
P07788,Produto7788,902.52,23
P07789,Produto7789,619.6,72
P07790,Produto7790,772.52,626
P07791,Produto7791,877.07,395
P07792,Produto7792,164.47,273
P07793,Produto7793,369.7,295
P07794,Produto7794,458.19,521
P07795,Produto7795,82.03,80
P07796,Produto7796,89.1,172
P07797,Produto7797,890.7,387
P07798,Produto7798,134.27,171
P07799,Produto7799,347.41,975
P07800,Produto7800,926.52,961
P07801,Produto7801,826.24,752
P07802,Produto7802,580.26,369
P07803,Produto7803,346.88,169
P07804,Produto7804,241.68,286
P07805,Produto7805,73.42,398
P07806,Produto7806,565.61,61
P07807,Produto7807,491.69,435
P07808,Produto7808,794.01,196
P07809,Produto7809,333.91,358
P07810,Produto7810,759.32,213
P07811,Produto7811,955.55,1000
P07812,Produto7812,577.13,735
P07813,Produto7813,766.2,777
P07814,Produto7814,953.64,788
P07815,Produto7815,634.27,689
P07816,Produto7816,164.75,224
P07817,Produto7817,957.82,15
P07818,Produto7818,54.74,783
P07819,Produto7819,690.67,732
P07820,Produto7820,936.69,586
P07821,Produto7821,36.15,317
P07822,Produto7822,912.38,893
P07823,Produto7823,870.09,732
P07824,Produto7824,900.13,725
P07825,Produto7825,378.97,440
P07826,Produto7826,622.5,189
P07827,Produto7827,421.5,791
P07828,Produto7828,818.86,869
P07829,Produto7829,289.58,638
P07830,Produto7830,55.93,290
P07831,Produto7831,380.92,96
P07832,Produto7832,4.06,268
P07833,Produto7833,463.08,160
P07834,Produto7834,209.9,858
P07835,Produto7835,889.04,129
P07836,Produto7836,627.84,200
P07837,Produto7837,280.42,125
P07838,Produto7838,257.67,159
P07839,Produto7839,589.39,607
P07840,Produto7840,905.7,443
P07841,Produto7841,851.0,9
P07842,Produto7842,790.76,158
P07843,Produto7843,69.12,148
P07844,Produto7844,166.83,333
P07845,Produto7845,768.53,511
P07846,Produto7846,238.37,535
P07847,Produto7847,357.38,279
P07848,Produto7848,504.37,482
P07849,Produto7849,322.68,660
P07850,Produto7850,198.44,615
P07851,Produto7851,515.94,894
P07852,Produto7852,805.23,890
P07853,Produto7853,212.38,431
P07854,Produto7854,369.78,215
P07855,Produto7855,134.31,811
P07856,Produto7856,718.08,741
P07857,Produto7857,134.31,290
P07858,Produto7858,132.02,257
P07859,Produto7859,593.69,934
P07860,Produto7860,145.53,313
P07861,Produto7861,769.78,895
P07862,Produto7862,310.1,161
P07863,Produto7863,704.22,691
P07864,Produto7864,731.73,242
P07865,Produto7865,242.93,613
P07866,Produto7866,648.96,94
P07867,Produto7867,466.79,482
P07868,Produto7868,710.43,429
P07869,Produto7869,785.31,763
P07870,Produto7870,312.82,978
P07871,Produto7871,381.63,995
P07872,Produto7872,576.22,345
P07873,Produto7873,609.8,111
P07874,Produto7874,363.63,768
P07875,Produto7875,223.6,500
P07876,Produto7876,981.49,531
P07877,Produto7877,197.21,273
P07878,Produto7878,490.78,249
P07879,Produto7879,625.79,89
P07880,Produto7880,204.99,831
P07881,Produto7881,292.18,396
P07882,Produto7882,981.93,385
P07883,Produto7883,548.25,475
P07884,Produto7884,760.33,354
P07885,Produto7885,548.45,802
P07886,Produto7886,286.02,256
P07887,Produto7887,323.67,982
P07888,Produto7888,330.09,869
P07889,Produto7889,874.42,859
P07890,Produto7890,755.2,891
P07891,Produto7891,132.68,365
P07892,Produto7892,326.12,377
P07893,Produto7893,222.83,321
P07894,Produto7894,504.52,361
P07895,Produto7895,899.34,978
P07896,Produto7896,734.53,917
P07897,Produto7897,408.28,717
P07898,Produto7898,864.13,500
P07899,Produto7899,2.95,170
P07900,Produto7900,180.73,964
P07901,Produto7901,644.5,13
P07902,Produto7902,140.26,460
P07903,Produto7903,890.41,431
P07904,Produto7904,896.86,20
P07905,Produto7905,815.22,241
P07906,Produto7906,14.55,148
P07907,Produto7907,46.54,23
P07908,Produto7908,434.44,236
P07909,Produto7909,489.39,801
P07910,Produto7910,246.64,18
P07911,Produto7911,848.36,113
P07912,Produto7912,470.46,455
P07913,Produto7913,372.77,537
P07914,Produto7914,147.77,872
P07915,Produto7915,486.58,710
P07916,Produto7916,374.53,914
P07917,Produto7917,800.42,197
P07918,Produto7918,245.25,200
P07919,Produto7919,561.47,722
P07920,Produto7920,872.94,394
P07921,Produto7921,653.03,373
P07922,Produto7922,62.68,987
P07923,Produto7923,780.32,20
P07924,Produto7924,469.58,293
P07925,Produto7925,629.37,249
P07926,Produto7926,254.62,707
P07927,Produto7927,496.79,72
P07928,Produto7928,936.68,540
P07929,Produto7929,444.28,571
P07930,Produto7930,291.59,721
P07931,Produto7931,461.44,702
P07932,Produto7932,490.53,151
P07933,Produto7933,218.57,138
P07934,Produto7934,847.68,366
P07935,Produto7935,688.64,491
P07936,Produto7936,597.72,294
P07937,Produto7937,664.57,566
P07938,Produto7938,398.0,808
P07939,Produto7939,496.52,841
P07940,Produto7940,577.86,215
P07941,Produto7941,297.09,768
P07942,Produto7942,595.15,522
P07943,Produto7943,352.23,386
P07944,Produto7944,665.83,764
P07945,Produto7945,367.51,483
P07946,Produto7946,737.26,217
P07947,Produto7947,890.68,291
P07948,Produto7948,69.71,962
P07949,Produto7949,773.02,814
P07950,Produto7950,609.54,790
P07951,Produto7951,326.39,746
P07952,Produto7952,545.86,519
P07953,Produto7953,985.95,896
P07954,Produto7954,377.01,736
P07955,Produto7955,721.85,365
P07956,Produto7956,70.28,637
P07957,Produto7957,503.04,705
P07958,Produto7958,806.43,180
P07959,Produto7959,662.61,811
P07960,Produto7960,43.02,301
P07961,Produto7961,546.57,666
P07962,Produto7962,431.65,962
P07963,Produto7963,177.66,860
P07964,Produto7964,504.11,293
P07965,Produto7965,301.89,14
P07966,Produto7966,783.36,305
P07967,Produto7967,591.41,76
P07968,Produto7968,152.47,156
P07969,Produto7969,840.04,959
P07970,Produto7970,51.22,30
P07971,Produto7971,404.37,432
P07972,Produto7972,592.17,382
P07973,Produto7973,646.72,510
P07974,Produto7974,544.39,188
P07975,Produto7975,184.79,941
P07976,Produto7976,371.98,795
P07977,Produto7977,722.72,33
P07978,Produto7978,64.0,897
P07979,Produto7979,473.49,888
P07980,Produto7980,227.0,389
P07981,Produto7981,663.61,27
P07982,Produto7982,865.94,978
P07983,Produto7983,446.38,504
P07984,Produto7984,892.09,103
P07985,Produto7985,497.05,565
P07986,Produto7986,832.55,205
P07987,Produto7987,633.56,411
P07988,Produto7988,388.75,55
P07989,Produto7989,700.97,471
P07990,Produto7990,853.06,716
P07991,Produto7991,824.56,800
P07992,Produto7992,83.53,392
P07993,Produto7993,97.35,251
P07994,Produto7994,370.1,489
P07995,Produto7995,429.41,851
P07996,Produto7996,526.46,424
P07997,Produto7997,775.68,567
P07998,Produto7998,388.15,594
P07999,Produto7999,939.67,913
P08000,Produto8000,456.6,776
P08001,Produto8001,368.04,918
P08002,Produto8002,231.25,972
P08003,Produto8003,567.93,551
P08004,Produto8004,920.36,630
P08005,Produto8005,510.21,356
P08006,Produto8006,974.05,685
P08007,Produto8007,779.78,683
P08008,Produto8008,295.93,23
P08009,Produto8009,694.25,461
P08010,Produto8010,614.86,290
P08011,Produto8011,980.63,485
P08012,Produto8012,184.37,965
P08013,Produto8013,816.0,951
P08014,Produto8014,194.31,476
P08015,Produto8015,426.47,813
P08016,Produto8016,271.22,794
P08017,Produto8017,327.72,503
P08018,Produto8018,119.65,74
P08019,Produto8019,998.49,484
P08020,Produto8020,492.25,55
P08021,Produto8021,640.5,376
P08022,Produto8022,78.29,76
P08023,Produto8023,543.89,804
P08024,Produto8024,479.47,966
P08025,Produto8025,635.65,82
P08026,Produto8026,462.18,813
P08027,Produto8027,944.89,875
P08028,Produto8028,17.39,276
P08029,Produto8029,54.58,250
P08030,Produto8030,360.07,263
P08031,Produto8031,579.13,330
P08032,Produto8032,216.04,168
P08033,Produto8033,788.21,778
P08034,Produto8034,818.1,769
P08035,Produto8035,404.72,206
P08036,Produto8036,992.0,4
P08037,Produto8037,292.99,451
P08038,Produto8038,898.44,603
P08039,Produto8039,173.87,311
P08040,Produto8040,522.49,600
P08041,Produto8041,906.75,264
P08042,Produto8042,172.89,335
P08043,Produto8043,771.18,200
P08044,Produto8044,736.97,875
P08045,Produto8045,100.94,837
P08046,Produto8046,414.22,8
P08047,Produto8047,470.84,147
P08048,Produto8048,299.8,371
P08049,Produto8049,952.62,249
P08050,Produto8050,296.57,999
P08051,Produto8051,590.38,779
P08052,Produto8052,568.4,343
P08053,Produto8053,324.72,928
P08054,Produto8054,747.28,212
P08055,Produto8055,135.33,430
P08056,Produto8056,876.38,451
P08057,Produto8057,306.54,684
P08058,Produto8058,25.07,558
P08059,Produto8059,251.75,643
P08060,Produto8060,560.68,82
P08061,Produto8061,326.86,43
P08062,Produto8062,558.28,514
P08063,Produto8063,173.97,502
P08064,Produto8064,87.82,361
P08065,Produto8065,447.04,97
P08066,Produto8066,660.72,16
P08067,Produto8067,883.58,600
P08068,Produto8068,613.48,902
P08069,Produto8069,677.23,464
P08070,Produto8070,733.82,421
P08071,Produto8071,162.28,412
P08072,Produto8072,214.61,231
P08073,Produto8073,185.93,385
P08074,Produto8074,387.48,600
P08075,Produto8075,42.44,719
P08076,Produto8076,700.06,358
P08077,Produto8077,176.93,966
P08078,Produto8078,573.66,160
P08079,Produto8079,509.57,49
P08080,Produto8080,26.18,282
P08081,Produto8081,477.42,113
P08082,Produto8082,311.66,209
P08083,Produto8083,961.06,119
P08084,Produto8084,16.48,626
P08085,Produto8085,132.78,614
P08086,Produto8086,749.01,908
P08087,Produto8087,890.12,236
P08088,Produto8088,896.78,61
P08089,Produto8089,917.48,976
P08090,Produto8090,705.68,207
P08091,Produto8091,226.43,963
P08092,Produto8092,493.99,267
P08093,Produto8093,952.68,156
P08094,Produto8094,56.01,268
P08095,Produto8095,180.32,326
P08096,Produto8096,391.95,816
P08097,Produto8097,21.7,285
P08098,Produto8098,380.51,265
P08099,Produto8099,246.24,540
P08100,Produto8100,847.98,248
P08101,Produto8101,5.35,233
P08102,Produto8102,122.42,909
P08103,Produto8103,571.6,210
P08104,Produto8104,816.16,171
P08105,Produto8105,940.33,618
P08106,Produto8106,290.66,906
P08107,Produto8107,966.75,995
P08108,Produto8108,414.91,272
P08109,Produto8109,456.92,661
P08110,Produto8110,794.92,874
P08111,Produto8111,43.87,385
P08112,Produto8112,447.29,65
P08113,Produto8113,954.86,833
P08114,Produto8114,558.87,127
P08115,Produto8115,206.76,518
P08116,Produto8116,997.67,932
P08117,Produto8117,4.03,304
P08118,Produto8118,11.31,836
P08119,Produto8119,644.69,697
P08120,Produto8120,860.68,489
P08121,Produto8121,754.94,609
P08122,Produto8122,700.19,25
P08123,Produto8123,144.58,108
P08124,Produto8124,996.23,196
P08125,Produto8125,198.45,554
P08126,Produto8126,689.57,925
P08127,Produto8127,608.31,767
P08128,Produto8128,963.32,755
P08129,Produto8129,631.34,349
P08130,Produto8130,388.23,752
P08131,Produto8131,431.87,426
P08132,Produto8132,366.83,876
P08133,Produto8133,878.92,611
P08134,Produto8134,466.53,77
P08135,Produto8135,427.59,937
P08136,Produto8136,653.89,643
P08137,Produto8137,623.66,638
P08138,Produto8138,9.49,369
P08139,Produto8139,697.32,525
P08140,Produto8140,891.37,932
P08141,Produto8141,942.3,146
P08142,Produto8142,151.41,832
P08143,Produto8143,17.53,70
P08144,Produto8144,337.61,258
P08145,Produto8145,667.94,812
P08146,Produto8146,352.73,908
P08147,Produto8147,49.61,495
P08148,Produto8148,488.32,226
P08149,Produto8149,791.87,57
P08150,Produto8150,562.22,394
P08151,Produto8151,168.48,145
P08152,Produto8152,998.86,481
P08153,Produto8153,25.51,401
P08154,Produto8154,862.09,414
P08155,Produto8155,379.73,714
P08156,Produto8156,878.41,897
P08157,Produto8157,670.63,187
P08158,Produto8158,924.08,363
P08159,Produto8159,138.0,643
P08160,Produto8160,111.03,833
P08161,Produto8161,39.22,427
P08162,Produto8162,684.21,160
P08163,Produto8163,24.73,883
P08164,Produto8164,259.64,565
P08165,Produto8165,731.61,779
P08166,Produto8166,878.83,405
P08167,Produto8167,267.06,631
P08168,Produto8168,501.19,380
P08169,Produto8169,389.03,925
P08170,Produto8170,287.72,226
P08171,Produto8171,795.61,507
P08172,Produto8172,621.97,997
P08173,Produto8173,798.56,620
P08174,Produto8174,533.39,449
P08175,Produto8175,747.18,675
P08176,Produto8176,895.81,639
P08177,Produto8177,238.34,251
P08178,Produto8178,288.14,552
P08179,Produto8179,381.14,283
P08180,Produto8180,527.54,642
P08181,Produto8181,421.15,382
P08182,Produto8182,599.13,753
P08183,Produto8183,873.43,419
P08184,Produto8184,80.8,830
P08185,Produto8185,820.16,11
P08186,Produto8186,300.42,486
P08187,Produto8187,413.14,744
P08188,Produto8188,766.45,849
P08189,Produto8189,984.13,606
P08190,Produto8190,210.24,724
P08191,Produto8191,194.21,248
P08192,Produto8192,400.38,566
P08193,Produto8193,452.17,120
P08194,Produto8194,26.69,182
P08195,Produto8195,682.01,646
P08196,Produto8196,578.39,370
P08197,Produto8197,936.99,541
P08198,Produto8198,602.76,54
P08199,Produto8199,192.69,350
P08200,Produto8200,400.53,522
P08201,Produto8201,75.18,705
P08202,Produto8202,83.01,963
P08203,Produto8203,214.41,993
P08204,Produto8204,489.76,250
P08205,Produto8205,361.35,367
P08206,Produto8206,216.57,347
P08207,Produto8207,791.85,800
P08208,Produto8208,518.94,62
P08209,Produto8209,562.57,634
P08210,Produto8210,4.01,621
P08211,Produto8211,747.97,737
P08212,Produto8212,263.64,68
P08213,Produto8213,345.45,802
P08214,Produto8214,530.08,929
P08215,Produto8215,307.0,238
P08216,Produto8216,388.61,145
P08217,Produto8217,530.16,220
P08218,Produto8218,709.41,576
P08219,Produto8219,249.07,760
P08220,Produto8220,80.04,820
P08221,Produto8221,476.9,468
P08222,Produto8222,901.66,402
P08223,Produto8223,410.06,268
P08224,Produto8224,296.79,993
P08225,Produto8225,782.42,461
P08226,Produto8226,635.17,360
P08227,Produto8227,815.07,282
P08228,Produto8228,373.31,660
P08229,Produto8229,793.83,592
P08230,Produto8230,542.86,485
P08231,Produto8231,670.05,388
P08232,Produto8232,94.27,490
P08233,Produto8233,496.21,702
P08234,Produto8234,284.07,455
P08235,Produto8235,893.95,693
P08236,Produto8236,361.12,70
P08237,Produto8237,915.09,223
P08238,Produto8238,194.65,169
P08239,Produto8239,603.32,429
P08240,Produto8240,75.51,575
P08241,Produto8241,46.32,629
P08242,Produto8242,925.64,806
P08243,Produto8243,743.19,517
P08244,Produto8244,141.55,684
P08245,Produto8245,38.08,692
P08246,Produto8246,879.41,938
P08247,Produto8247,750.87,901
P08248,Produto8248,732.38,858
P08249,Produto8249,764.68,617
P08250,Produto8250,93.61,186
P08251,Produto8251,801.42,634
P08252,Produto8252,249.25,743
P08253,Produto8253,285.46,699
P08254,Produto8254,839.39,88
P08255,Produto8255,611.06,419
P08256,Produto8256,602.82,550
P08257,Produto8257,960.57,34
P08258,Produto8258,807.95,423
P08259,Produto8259,458.86,790
P08260,Produto8260,809.71,179
P08261,Produto8261,869.98,621
P08262,Produto8262,199.59,889
P08263,Produto8263,139.11,644
P08264,Produto8264,340.26,41
P08265,Produto8265,427.07,799
P08266,Produto8266,850.77,490
P08267,Produto8267,702.48,737
P08268,Produto8268,197.45,140
P08269,Produto8269,15.56,603
P08270,Produto8270,966.79,519
P08271,Produto8271,250.26,738
P08272,Produto8272,965.22,114
P08273,Produto8273,179.96,964
P08274,Produto8274,28.58,581
P08275,Produto8275,215.31,929
P08276,Produto8276,522.13,143
P08277,Produto8277,570.09,475
P08278,Produto8278,820.05,893
P08279,Produto8279,394.21,861
P08280,Produto8280,722.44,996
P08281,Produto8281,68.0,465
P08282,Produto8282,69.75,140
P08283,Produto8283,978.21,560
P08284,Produto8284,833.71,791
P08285,Produto8285,414.66,316
P08286,Produto8286,758.53,46
P08287,Produto8287,984.88,334
P08288,Produto8288,310.97,662
P08289,Produto8289,415.8,489
P08290,Produto8290,122.14,264
P08291,Produto8291,762.64,518
P08292,Produto8292,390.27,815
P08293,Produto8293,725.25,879
P08294,Produto8294,629.32,582
P08295,Produto8295,342.07,640
P08296,Produto8296,507.47,951
P08297,Produto8297,100.56,14
P08298,Produto8298,116.7,556
P08299,Produto8299,698.9,621
P08300,Produto8300,875.08,207
P08301,Produto8301,500.41,402
P08302,Produto8302,228.65,377
P08303,Produto8303,904.39,920
P08304,Produto8304,96.18,369
P08305,Produto8305,783.67,281
P08306,Produto8306,965.47,61
P08307,Produto8307,206.06,36
P08308,Produto8308,588.97,317
P08309,Produto8309,41.51,66
P08310,Produto8310,476.78,659
P08311,Produto8311,277.02,44
P08312,Produto8312,874.34,409
P08313,Produto8313,91.5,949
P08314,Produto8314,358.33,561
P08315,Produto8315,688.19,827
P08316,Produto8316,48.05,995
P08317,Produto8317,864.48,368
P08318,Produto8318,124.38,9
P08319,Produto8319,701.09,153
P08320,Produto8320,35.33,173
P08321,Produto8321,310.41,82
P08322,Produto8322,57.25,542
P08323,Produto8323,337.05,270
P08324,Produto8324,207.07,820
P08325,Produto8325,22.62,471
P08326,Produto8326,781.93,975
P08327,Produto8327,732.74,651
P08328,Produto8328,17.92,930
P08329,Produto8329,666.98,475
P08330,Produto8330,366.1,667
P08331,Produto8331,134.05,424
P08332,Produto8332,991.34,698
P08333,Produto8333,714.75,271
P08334,Produto8334,801.74,442
P08335,Produto8335,945.83,967
P08336,Produto8336,870.11,746
P08337,Produto8337,948.81,284
P08338,Produto8338,757.63,225
P08339,Produto8339,270.39,504
P08340,Produto8340,730.92,958
P08341,Produto8341,866.25,379
P08342,Produto8342,249.67,150
P08343,Produto8343,717.31,914
P08344,Produto8344,461.63,858
P08345,Produto8345,257.98,716
P08346,Produto8346,176.93,141
P08347,Produto8347,573.3,937
P08348,Produto8348,797.73,375
P08349,Produto8349,547.13,612
P08350,Produto8350,582.57,534
P08351,Produto8351,272.83,491
P08352,Produto8352,712.1,901
P08353,Produto8353,502.1,454
P08354,Produto8354,56.5,900
P08355,Produto8355,477.81,498
P08356,Produto8356,226.26,93
P08357,Produto8357,281.34,771
P08358,Produto8358,739.06,406
P08359,Produto8359,965.15,610
P08360,Produto8360,901.71,252
P08361,Produto8361,833.23,57
P08362,Produto8362,27.17,605
P08363,Produto8363,131.63,593
P08364,Produto8364,417.2,924
P08365,Produto8365,232.32,188
P08366,Produto8366,632.57,899
P08367,Produto8367,594.91,425
P08368,Produto8368,20.49,98
P08369,Produto8369,920.25,331
P08370,Produto8370,24.86,394
P08371,Produto8371,863.17,917
P08372,Produto8372,907.74,214
P08373,Produto8373,669.04,369
P08374,Produto8374,672.47,245
P08375,Produto8375,365.37,853
P08376,Produto8376,733.09,411
P08377,Produto8377,496.74,255
P08378,Produto8378,370.78,465
P08379,Produto8379,966.47,296
P08380,Produto8380,763.99,640
P08381,Produto8381,564.07,842
P08382,Produto8382,957.82,663
P08383,Produto8383,825.49,258
P08384,Produto8384,532.48,868
P08385,Produto8385,342.11,11
P08386,Produto8386,539.11,153
P08387,Produto8387,167.94,460
P08388,Produto8388,367.27,799
P08389,Produto8389,737.6,192
P08390,Produto8390,530.85,90
P08391,Produto8391,489.78,774
P08392,Produto8392,822.7,432
P08393,Produto8393,41.27,500
P08394,Produto8394,416.74,844
P08395,Produto8395,554.35,697
P08396,Produto8396,928.99,439
P08397,Produto8397,686.15,90
P08398,Produto8398,910.59,587
P08399,Produto8399,127.47,442
P08400,Produto8400,948.48,588
P08401,Produto8401,730.47,226
P08402,Produto8402,979.29,666
P08403,Produto8403,972.26,410
P08404,Produto8404,234.26,838
P08405,Produto8405,199.74,123
P08406,Produto8406,645.52,38
P08407,Produto8407,699.23,527
P08408,Produto8408,779.16,860
P08409,Produto8409,570.52,35
P08410,Produto8410,654.01,988
P08411,Produto8411,291.33,543
P08412,Produto8412,855.65,99
P08413,Produto8413,467.14,338
P08414,Produto8414,30.97,193
P08415,Produto8415,404.93,922
P08416,Produto8416,527.8,511
P08417,Produto8417,669.82,290
P08418,Produto8418,31.07,788
P08419,Produto8419,607.28,308
P08420,Produto8420,286.52,31
P08421,Produto8421,326.14,821
P08422,Produto8422,723.12,430
P08423,Produto8423,89.78,569
P08424,Produto8424,216.38,117
P08425,Produto8425,817.98,110
P08426,Produto8426,745.63,951
P08427,Produto8427,564.57,28
P08428,Produto8428,16.56,827
P08429,Produto8429,409.56,6
P08430,Produto8430,200.23,964
P08431,Produto8431,731.58,577
P08432,Produto8432,253.18,68
P08433,Produto8433,4.58,473
P08434,Produto8434,876.41,61
P08435,Produto8435,586.98,619
P08436,Produto8436,299.86,722
P08437,Produto8437,509.95,660
P08438,Produto8438,482.2,221
P08439,Produto8439,662.14,634
P08440,Produto8440,58.89,882
P08441,Produto8441,162.28,422
P08442,Produto8442,494.99,316
P08443,Produto8443,11.99,821
P08444,Produto8444,34.5,302
P08445,Produto8445,696.68,295
P08446,Produto8446,726.76,336
P08447,Produto8447,872.77,839
P08448,Produto8448,631.26,411
P08449,Produto8449,288.27,246
P08450,Produto8450,257.8,408
P08451,Produto8451,701.64,593
P08452,Produto8452,186.59,725
P08453,Produto8453,610.83,953
P08454,Produto8454,742.18,787
P08455,Produto8455,2.47,60
P08456,Produto8456,430.64,519
P08457,Produto8457,280.64,507
P08458,Produto8458,42.27,174
P08459,Produto8459,196.92,848
P08460,Produto8460,912.06,730
P08461,Produto8461,924.7,819
P08462,Produto8462,485.03,251
P08463,Produto8463,67.54,414
P08464,Produto8464,753.69,869
P08465,Produto8465,306.72,61
P08466,Produto8466,106.22,363
P08467,Produto8467,973.33,516
P08468,Produto8468,614.77,301
P08469,Produto8469,956.88,877
P08470,Produto8470,784.69,522
P08471,Produto8471,845.05,799
P08472,Produto8472,946.23,763
P08473,Produto8473,943.03,512
P08474,Produto8474,300.56,905
P08475,Produto8475,933.1,890
P08476,Produto8476,930.25,144
P08477,Produto8477,312.29,970
P08478,Produto8478,798.65,636
P08479,Produto8479,673.16,848
P08480,Produto8480,799.69,995
P08481,Produto8481,183.63,147
P08482,Produto8482,850.46,562
